"Cost_of_Goods_Sold_EURO","Quantity_units","Number_of_Deliveries","N_Parts","Assembly_Labour_Minutes","Machinery_Minutes","Geographical_Area","Plant","Customer_Class","Turnover_Range_EURO","Product_Line","Product_Type","Total_Cost_of_Distribution","Total_Customer_Order_Management_Costs","Customer_related_Issues_Costs","Total_Operations_Costs"
1527.27,12,18,13,175,1281,"SAM","Brasil","Others","d 250-500","Plugs and Caps","Caps",317.18,141.83,1.25,165.43
2672.72,21,18,13,175,2472,"CEU","Northern Italy","Others","c 100-250","Plugs and Caps","Caps",178.6,351.64,2.57,289.49
754.23,6,4,13,31.5,4397,"SAM","Brasil","Others","d 250-500","Plugs and Caps","Caps",171.88,78.2,0.69,82.09
2137.72,11,29,28,0,1212,"IAM","Northern Italy","Others","e >500","Plugs and Caps","Caps",77.08,209.67,15.66,215.02
1166.03,6,18,28,0,4355,"SCA","Northern Italy","Others","b 20-100","Plugs and Caps","Caps",52.02,218.38,0.95,117.28
1166.03,6,18,28,0,4355,"ITA","Northern Italy","Others","e >500","Plugs and Caps","Caps",64.9,163.3,0.82,117.28
388.68,2,4,28,0,2422,"ITA","Northern Italy","Others","d 250-500","Plugs and Caps","Caps",22.53,59.62,0.51,39.09
5422.53,42,4,13,208,3747,"SAM","Brasil","Others","d 250-500","Plugs and Caps","Caps",929.49,397.44,3.49,562.52
774.65,6,18,13,208,4409,"ITA","Northern Italy","Others","e >500","Plugs and Caps","Caps",36.36,109.72,0.66,80.36
258.22,2,4,13,208,2464,"CEU","Northern Italy","Others","e >500","Plugs and Caps","Caps",13.27,38.79,0.3,26.79
2034.22,16,4,13,112.5,1933,"SAM","Brasil","Others","d 250-500","Plugs and Caps","Caps",398.76,150.22,1.32,207.54
762.83,6,18,13,112.5,4243,"ITA","Northern Italy","Others","e >500","Plugs and Caps","Caps",53.81,108.16,0.66,77.83
254.28,2,18,13,112.5,2103,"UKE","Northern Italy","Others","c 100-250","Plugs and Caps","Caps",14.67,42.92,0.3,25.94
247.12,2,4,14,144,2488,"SAM","Brasil","Others","d 250-500","Plugs and Caps","Caps",57.86,23.63,0.21,30.29
1976.98,16,40,14,144,2017,"ITA","Northern Italy","Others","e >500","Plugs and Caps","Caps",122.31,280.82,1.77,242.33
741.37,6,18,14,144,4431,"ITA","Northern Italy","Others","d 250-500","Plugs and Caps","Caps",48.06,115.47,1.25,90.87
594.59,6,4,11,832,2003,"SAM","Brasil","Others","d 250-500","Plugs and Caps","Caps",151.81,64.61,0.57,337.9
297.3,3,29,11,832,966,"CEU","Northern Italy","Others","c 100-250","Plugs and Caps","Caps",25.56,39.87,0.39,168.95
6936.88,70,29,11,832,2425,"IAM","Northern Italy","Others","e >500","Plugs and Caps","Caps",258.43,701.34,74.58,3942.17
396.39,4,18,11,832,1249,"APA","Northern Italy","Others","b 20-100","Plugs and Caps","Caps",15.57,48.62,0.48,225.27
198.2,2,4,11,832,4147,"CSI","Northern Italy","Nationals","d 250-500","Plugs and Caps","Caps",10.97,27.44,0.28,112.63
8324.26,84,64,11,832,2612,"ITA","Northern Italy","Others","e >500","Plugs and Caps","Caps",471.18,1195.45,8.46,4730.61
1585.57,16,51,11,832,3785,"ITA","Northern Italy","Others","d 250-500","Plugs and Caps","Caps",95.1,249.35,3.02,901.07
1387.38,14,40,11,832,3643,"UKE","Northern Italy","Others","c 100-250","Plugs and Caps","Caps",66.93,239.05,2.2,788.43
495.49,5,4,11,832,1839,"CEU","Northern Italy","Others","e >500","Plugs and Caps","Caps",30.63,75.53,0.68,281.58
120.47,2,4,7,276,4147,"IAM","Northern Italy","Nationals","d 250-500","Plugs and Caps","Caps",18.26,46.74,0.17,109.62
180.7,3,4,7,276,966,"CSI","Northern Italy","Nationals","d 250-500","Plugs and Caps","Caps",20.24,24.19,0.24,164.44
240.93,4,18,7,276,1249,"ITA","Northern Italy","Others","d 250-500","Plugs and Caps","Caps",28.43,21.45,0.28,219.25
3312.83,55,51,7,276,1944,"ITA","Northern Italy","Nationals","c 100-250","Plugs and Caps","Caps",385.2,685.37,4.48,3014.67
180.7,3,4,7,276,966,"ITA","Northern Italy","Others","d 250-500","Plugs and Caps","Caps",21.95,37.96,0.21,164.44
120.47,2,4,7,276,4147,"NAM","USA","Nationals","d 250-500","Plugs and Caps","Caps",24.16,18.38,0.26,109.62
961.91,10,18,11,1220,2966,"NAM","Northern Italy","Others","e >500","Plugs and Caps","Caps",44.54,74.71,2.05,569.1
961.91,10,4,11,1220,2966,"CEU","Northern Italy","Others","c 100-250","Plugs and Caps","Caps",82.52,128.5,1.1,569.1
5771.47,60,18,11,1220,2022,"IAM","Northern Italy","Others","e >500","Plugs and Caps","Caps",229.39,584.17,62.83,3414.6
961.91,10,4,11,1220,2966,"SCA","Northern Italy","Others","d 250-500","Plugs and Caps","Caps",44.21,113.94,1.53,569.1
577.15,6,18,11,1220,2003,"CEU","Northern Italy","Others","a 0-20","Plugs and Caps","Caps",37.78,167.22,0.67,341.46
673.34,7,29,11,1220,2420,"SCA","Northern Italy","Others","b 20-100","Plugs and Caps","Caps",35.32,129.32,0.81,398.37
288.57,3,4,11,1220,966,"ITA","Northern Italy","Others","c 100-250","Plugs and Caps","Caps",17.25,32.37,0.36,170.73
11735.32,122,74,11,1220,3356,"ITA","Northern Italy","Others","e >500","Plugs and Caps","Caps",696.87,1689.09,12.29,6922.27
4424.79,46,64,11,1220,1375,"ITA","Northern Italy","Others","d 250-500","Plugs and Caps","Caps",278.15,699.4,8.7,2617.86
2212.4,23,18,11,1220,4471,"CEU","Northern Italy","Others","e >500","Plugs and Caps","Caps",143.26,339.31,3.11,1308.93
384.76,4,4,11,1220,1249,"SAM","Northern Italy","Others","d 250-500","Plugs and Caps","Caps",10.41,25.29,0.35,227.64
2627.48,43,29,7,1700,1317,"IAM","Northern Italy","Others","e >500","Plugs and Caps","Caps",87.87,264.68,27.59,2378.99
4277.29,70,29,7,1700,2425,"APA","Northern Italy","Others","b 20-100","Plugs and Caps","Caps",151.64,525.55,5.08,3872.78
18575.67,304,68,7,1700,299,"ITA","Northern Italy","Nationals","c 100-250","Plugs and Caps","Caps",969.73,3796.87,21.8,16798.17
488.83,8,29,7,1700,2551,"NAM","USA","Others","a 0-20","Plugs and Caps","Caps",107.4,130.35,1.8,442.6
1686.04,17,18,11,908,3947,"SAM","Brasil","Others","d 250-500","Plugs and Caps","Caps",363.14,150.97,1.33,987.24
396.71,4,4,11,908,1249,"NAM","Northern Italy","Others","e >500","Plugs and Caps","Caps",18.32,31.05,0.9,232.29
198.36,2,4,11,908,4147,"CEU","Northern Italy","Others","c 100-250","Plugs and Caps","Caps",17.34,26.6,0.26,116.15
1289.32,13,29,11,908,3422,"CEU","Northern Italy","Others","b 20-100","Plugs and Caps","Caps",77.01,195.22,1.42,754.95
7140.87,72,29,11,908,2446,"IAM","Northern Italy","Others","e >500","Plugs and Caps","Caps",274.85,720.82,75.4,4160.49
495.89,5,4,11,908,1839,"SCA","Northern Italy","Others","d 250-500","Plugs and Caps","Caps",22.08,58.54,0.76,290.36
198.36,2,4,11,908,4147,"CEU","Northern Italy","Others","a 0-20","Plugs and Caps","Caps",12.58,56.69,0.22,116.15
198.36,2,4,11,908,4147,"SCA","Northern Italy","Others","b 20-100","Plugs and Caps","Caps",10.08,37.7,0.23,116.15
198.36,2,4,11,908,4147,"IAM","Northern Italy","Others","a 0-20","Plugs and Caps","Caps",16.4,87.23,0.22,116.15
297.54,3,4,11,908,966,"ITA","Northern Italy","Others","c 100-250","Plugs and Caps","Caps",17.43,33.27,0.36,174.22
6942.51,70,60,11,908,2425,"ITA","Northern Italy","Others","e >500","Plugs and Caps","Caps",403.14,996.96,7.05,4044.34
2281.11,23,51,11,908,4471,"ITA","Northern Italy","Others","d 250-500","Plugs and Caps","Caps",140.15,359.66,4.35,1335.67
694.25,7,18,11,908,2420,"SAM","Northern Italy","Others","d 250-500","Plugs and Caps","Caps",18.18,45.41,0.61,406.51
783.73,12,4,7,208,3323,"IAM","Northern Italy","Others","e >500","Plugs and Caps","Caps",45.33,78.51,7.7,677.31
2547.12,39,60,7,208,1216,"ITA","Northern Italy","Nationals","c 100-250","Plugs and Caps","Caps",199.59,523.25,3.18,2201.24
393.5,4,4,11,390,966,"SAM","Brasil","Others","d 250-500","Plugs and Caps","Caps",108.87,45.82,0.41,219.67
393.5,4,4,11,390,966,"NAM","Northern Italy","Others","e >500","Plugs and Caps","Caps",19.39,30.83,0.9,219.67
196.75,2,4,11,390,3640,"CEU","Northern Italy","Others","c 100-250","Plugs and Caps","Caps",17.83,26.4,0.26,109.83
2951.25,30,18,11,390,4444,"IAM","Northern Italy","Others","e >500","Plugs and Caps","Caps",122.72,297.65,31.42,1647.52
491.87,5,4,11,390,1192,"SCA","Northern Italy","Others","d 250-500","Plugs and Caps","Caps",23.44,58.12,0.76,274.59
4525.25,46,51,11,390,1109,"ITA","Northern Italy","Others","e >500","Plugs and Caps","Caps",276.84,650.23,4.63,2526.2
983.75,10,40,11,390,2490,"ITA","Northern Italy","Others","d 250-500","Plugs and Caps","Caps",63.53,154.8,1.89,549.17
295.12,3,4,11,390,4349,"UKE","Northern Italy","Others","c 100-250","Plugs and Caps","Caps",14.72,50.25,0.41,164.75
1967.5,20,18,11,390,3718,"CEU","Northern Italy","Others","e >500","Plugs and Caps","Caps",130.71,301.11,2.7,1098.35
393.5,4,18,11,390,966,"NAM","USA","Strategic","Strategic","Plugs and Caps","Caps",61.55,63.75,0.91,219.67
975.44,15,4,7,54,3115,"ITA","Northern Italy","Nationals","c 100-250","Plugs and Caps","Caps",145.97,200.09,1.22,801.45
130.06,2,4,7,54,3640,"APA","Northern Italy","Nationals","d 250-500","Plugs and Caps","Caps",18.99,27.39,0.17,106.86
2574.37,27,4,12,490,1098,"SAM","Brasil","Others","d 250-500","Plugs and Caps","Caps",542.84,232.89,2.05,1622.33
4004.58,42,29,12,490,1894,"IAM","Northern Italy","Others","e >500","Plugs and Caps","Caps",132.57,405.02,43.98,2523.63
476.74,5,18,12,490,2037,"SCA","Northern Italy","Others","b 20-100","Plugs and Caps","Caps",21.89,90.89,0.58,300.43
1716.25,18,18,12,490,4444,"ITA","Northern Italy","Others","e >500","Plugs and Caps","Caps",90.55,246.68,1.81,1081.56
286.04,3,4,12,490,1192,"ITA","Northern Italy","Others","d 250-500","Plugs and Caps","Caps",16.1,45.13,0.57,180.26
190.69,2,4,12,490,810,"CEU","Northern Italy","Others","e >500","Plugs and Caps","Caps",13.24,26.51,0.21,120.17
9639.35,155,60,8,775,4203,"ITA","Northern Italy","Nationals","c 100-250","Plugs and Caps","Caps",438.13,1988.54,12.63,9053.88
1605.29,16,51,15,128,2126,"FRA","Northern Italy","Strategic","Strategic","Plugs and Caps","Caps",255.99,147.51,2.43,278.87
2311.32,11,18,20,2976,2110,"SAM","Brasil","Others","d 250-500","Plugs and Caps","Caps",407.79,174.96,1.54,450.79
210.12,1,4,20,2976,2003,"CEU","Northern Italy","Others","c 100-250","Plugs and Caps","Caps",15.92,27.81,0.24,40.98
8825.04,42,40,20,2976,84,"IAM","Northern Italy","Others","e >500","Plugs and Caps","Caps",242.08,881.96,82.59,1700.44
2731.56,13,18,20,2976,2532,"SCA","Northern Italy","Others","d 250-500","Plugs and Caps","Caps",88.99,319.45,3.68,532.75
10506.01,50,18,20,2976,281,"ITA","Northern Italy","Others","e >500","Plugs and Caps","Caps",485.07,1487.02,8.6,2028.29
210.12,1,4,20,2976,2003,"ITA","Northern Italy","Others","d 250-500","Plugs and Caps","Caps",10.54,32.71,0.35,40.98
1260.72,6,18,20,2976,1161,"UKE","Northern Italy","Others","c 100-250","Plugs and Caps","Caps",46.67,215.43,1.74,245.88
1590.97,45,18,5,0,1,"SAM","Brasil","Others","d 250-500","Plugs and Caps","Caps",343.75,134.32,1.18,258.17
6010.34,170,29,5,0,1,"IAM","Northern Italy","Others","e >500","Plugs and Caps","Caps",295.03,599.66,55.05,954.56
1767.75,50,29,5,0,1,"SCA","Northern Italy","Others","d 250-500","Plugs and Caps","Caps",96.02,205.69,2.36,286.85
353.55,10,18,5,0,1,"SCA","Northern Italy","Others","b 20-100","Plugs and Caps","Caps",21.14,66.54,0.36,57.37
282.84,8,40,5,0,1,"IAM","Northern Italy","Others","a 0-20","Plugs and Caps","Caps",24.72,123.86,0.28,45.9
6010.34,170,40,5,0,1,"ITA","Northern Italy","Others","e >500","Plugs and Caps","Caps",409.36,853.32,5.17,954.56
1272.78,36,18,5,0,1,"ITA","Northern Italy","Others","d 250-500","Plugs and Caps","Caps",90.79,198.02,2.1,206.54
530.32,15,18,5,0,1,"UKE","Northern Italy","Others","c 100-250","Plugs and Caps","Caps",31.13,90.17,0.73,86.06
141.42,4,4,5,0,1,"CEU","Northern Italy","Others","e >500","Plugs and Caps","Caps",11.67,19.4,0.13,22.95
2595.89,11,18,21,2016,2110,"SAM","Brasil","Others","d 250-500","Plugs and Caps","Caps",391.36,160.41,1.4,467.53
471.98,2,4,21,2016,3323,"CEU","Northern Italy","Others","c 100-250","Plugs and Caps","Caps",36.86,61.84,0.48,85.01
10619.55,45,40,21,2016,155,"IAM","Northern Italy","Others","e >500","Plugs and Caps","Caps",325.4,1052.52,88.89,1891.89
471.98,2,4,21,2016,3323,"SCA","Northern Italy","Others","d 250-500","Plugs and Caps","Caps",16.6,54.39,0.57,85.01
471.98,2,4,21,2016,3323,"CSI","Northern Italy","Others","b 20-100","Plugs and Caps","Caps",29.79,93.49,0.47,85.01
471.98,2,18,21,2016,3323,"IAM","Northern Italy","Others","a 0-20","Plugs and Caps","Caps",30.65,206.13,0.41,85.01
4247.82,18,18,21,2016,3072,"ITA","Northern Italy","Others","e >500","Plugs and Caps","Caps",213.39,600.07,3.37,765.06
471.98,2,4,21,2016,3323,"UKE","Northern Italy","Others","c 100-250","Plugs and Caps","Caps",19.05,80.06,0.62,85.01
5883.52,33,18,8,441,2480,"SAM","Brasil","Others","d 250-500","Plugs and Caps","Caps",1193.35,503.92,4.44,659.03
713.15,4,18,8,441,2667,"IAM","Northern Italy","Others","a 0-20","Plugs and Caps","Caps",51.44,312.61,0.72,82.4
1426.31,8,4,8,441,4030,"ITA","Northern Italy","Others","e >500","Plugs and Caps","Caps",74.76,202.86,1.3,164.8
713.15,4,18,8,441,2667,"ITA","Northern Italy","Others","d 250-500","Plugs and Caps","Caps",39.53,111.23,1.22,82.4
396.42,1,29,21,850,2037,"SAM","Brasil","Others","d 250-500","Plugs and Caps","Caps",70.74,28.39,0.25,69.9
396.42,1,4,21,850,2037,"CEU","Northern Italy","Others","c 100-250","Plugs and Caps","Caps",32.53,51.34,0.34,69.9
792.84,2,4,21,850,3373,"SCA","Northern Italy","Others","d 250-500","Plugs and Caps","Caps",31.27,90.25,0.82,139.8
396.42,1,4,21,850,2037,"SCA","Northern Italy","Others","b 20-100","Plugs and Caps","Caps",17.31,73.5,0.31,69.9
396.42,1,4,21,850,2037,"APA","Northern Italy","Others","b 20-100","Plugs and Caps","Caps",14.63,46.7,0.32,69.9
5946.3,15,29,21,850,2917,"ITA","Northern Italy","Others","e >500","Plugs and Caps","Caps",326.79,833.14,4.06,1027.75
2774.94,7,40,21,850,1324,"ITA","Northern Italy","Others","d 250-500","Plugs and Caps","Caps",158.69,426,3.55,489.3
1982.1,5,4,21,850,1035,"UKE","Northern Italy","Others","c 100-250","Plugs and Caps","Caps",83.87,333.78,2.03,349.5
396.42,1,29,21,850,2037,"SAM","Northern Italy","Others","d 250-500","Plugs and Caps","Caps",10.75,24.55,0.23,69.9
1462.48,4,18,21,0,1,"IAM","Northern Italy","Others","e >500","Plugs and Caps","Caps",53.62,148.86,17.19,59.91
1462.48,4,18,21,0,1,"SCA","Northern Italy","Others","b 20-100","Plugs and Caps","Caps",73.68,282.59,1.9,59.91
1462.48,4,18,21,0,1,"ITA","Northern Italy","Others","e >500","Plugs and Caps","Caps",83.42,211.34,1.65,59.91
3656.2,10,18,21,0,1,"ITA","Northern Italy","Others","d 250-500","Plugs and Caps","Caps",222.32,581.7,7.76,149.78
1088.88,7,4,13,411,4187,"SAM","Brasil","Others","d 250-500","Plugs and Caps","Caps",188.07,82.33,0.72,75.3
622.21,4,18,13,411,3087,"CEU","Northern Italy","Others","c 100-250","Plugs and Caps","Caps",45.73,83.09,0.77,43.03
9644.33,62,29,13,411,3972,"IAM","Northern Italy","Others","e >500","Plugs and Caps","Caps",240.08,970.13,97.78,646.23
311.11,2,4,13,411,1931,"IAM","Northern Italy","Others","a 0-20","Plugs and Caps","Caps",20.94,136.64,0.34,21.52
5599.93,36,51,13,411,2975,"ITA","Northern Italy","Others","e >500","Plugs and Caps","Caps",244.68,799.03,5.2,387.28
3888.84,25,40,13,411,2156,"ITA","Northern Italy","Others","d 250-500","Plugs and Caps","Caps",185.23,611.2,7.12,268.94
7555.96,100,60,9,315,185,"ITA","Northern Italy","Nationals","c 100-250","Plugs and Caps","Caps",410.6,1563.68,10.26,921.58
377.8,5,4,9,315,3508,"ITA","Northern Italy","Others","c 100-250","Plugs and Caps","Caps",20.45,42.48,0.48,47.12
3918.65,25,4,13,464,2500,"SAM","Brasil","Others","d 250-500","Plugs and Caps","Caps",774.06,335.95,2.96,1264.89
313.49,2,18,13,464,2004,"CEU","Northern Italy","Others","c 100-250","Plugs and Caps","Caps",24.26,41.83,0.39,101.19
6269.84,40,29,13,464,3334,"IAM","Northern Italy","Others","e >500","Plugs and Caps","Caps",180.97,630.28,63.08,2023.83
2351.19,15,29,13,464,1363,"SCA","Northern Italy","Others","d 250-500","Plugs and Caps","Caps",81.37,277.28,3.45,758.94
626.98,4,18,13,464,3324,"IAM","Northern Italy","Others","a 0-20","Plugs and Caps","Caps",44.49,275.3,0.67,202.38
3134.92,20,4,13,464,2023,"ITA","Northern Italy","Others","e >500","Plugs and Caps","Caps",149.4,447.08,2.89,1011.91
470.24,3,4,13,464,2668,"ITA","Northern Italy","Others","d 250-500","Plugs and Caps","Caps",24.25,73.67,0.85,151.79
626.98,4,4,13,464,3324,"SAM","Northern Italy","Nationals","d 250-500","Plugs and Caps","Caps",18.77,58.68,0.94,202.38
6851.61,75,64,9,300,4451,"ITA","Northern Italy","Nationals","c 100-250","Plugs and Caps","Caps",362.42,1395.7,7.7,3672.36
5310.07,36,18,13,680,3074,"SAM","Brasil","Others","d 250-500","Plugs and Caps","Caps",1176.66,503.32,4.44,414.6
737.51,5,29,13,680,3719,"CEU","Northern Italy","Others","c 100-250","Plugs and Caps","Caps",60.45,99.02,0.97,57.58
4130.06,28,29,13,680,2614,"IAM","Northern Italy","Others","e >500","Plugs and Caps","Caps",135.92,416.7,44.16,322.47
737.51,5,4,13,680,3719,"SCA","Northern Italy","Others","d 250-500","Plugs and Caps","Caps",28.77,87.19,1.15,57.58
590.01,4,18,13,680,3324,"SCA","Northern Italy","Others","b 20-100","Plugs and Caps","Caps",26.78,113.16,0.7,46.07
147.5,1,4,13,680,966,"IAM","Northern Italy","Others","a 0-20","Plugs and Caps","Caps",11.45,64.15,0.17,11.52
10030.14,68,29,13,680,4265,"ITA","Northern Italy","Others","e >500","Plugs and Caps","Caps",510.6,1430.43,9.24,762.39
885.01,6,29,13,680,4031,"ITA","Northern Italy","Others","d 250-500","Plugs and Caps","Caps",49.5,139.31,1.71,69.1
2212.53,15,18,13,680,1363,"UKE","Northern Italy","Others","c 100-250","Plugs and Caps","Caps",97.66,381.39,3.54,172.75
656.89,8,4,9,40,830,"ITA","Northern Italy","Nationals","c 100-250","Plugs and Caps","Caps",66.18,133.99,0.77,85.9
164.22,2,4,9,40,2004,"ITA","Northern Italy","Others","c 100-250","Plugs and Caps","Caps",16.99,18.56,0.22,21.48
4005.71,27,18,13,470,2653,"SAM","Brasil","Others","d 250-500","Plugs and Caps","Caps",901.17,377.97,3.34,372.69
296.72,2,4,13,470,2072,"CEU","Northern Italy","Others","c 100-250","Plugs and Caps","Caps",25.74,39.81,0.39,27.61
2818.83,19,29,13,470,2048,"IAM","Northern Italy","Others","e >500","Plugs and Caps","Caps",104.69,284.26,29.96,262.26
445.08,3,18,13,470,2941,"SCA","Northern Italy","Others","b 20-100","Plugs and Caps","Caps",22.05,84.64,0.52,41.41
3857.35,26,40,13,470,2618,"ITA","Northern Italy","Others","e >500","Plugs and Caps","Caps",218.26,552.2,3.75,358.89
1780.31,12,29,13,470,1218,"ITA","Northern Italy","Others","d 250-500","Plugs and Caps","Caps",108.09,280.11,3.42,165.64
445.08,3,4,13,470,2941,"UKE","Northern Italy","Others","c 100-250","Plugs and Caps","Caps",20.22,75.78,0.62,41.41
373.85,5,4,9,25,3803,"ITA","Northern Italy","Nationals","c 100-250","Plugs and Caps","Caps",34.28,77.11,0.5,61.48
1744.95,12,18,13,100,1163,"IAM","Northern Italy","Others","e >500","Plugs and Caps","Caps",100.9,176.28,18.93,138.53
436.24,3,18,13,100,2668,"FRA","Northern Italy","Strategic","Strategic","Plugs and Caps","Caps",25.91,39.73,0.58,34.63
581.65,4,4,13,100,3324,"ITA","Northern Italy","Others","e >500","Plugs and Caps","Caps",44.96,83.21,0.58,46.18
727.06,5,4,13,100,3719,"SAM","Northern Italy","Others","d 250-500","Plugs and Caps","Caps",32.85,47.76,0.65,57.72
148.68,2,4,9,8,2004,"SAM","Brasil","Others","a 0-20","Plugs and Caps","Caps",73.21,74.99,0.3,21.26
3904.34,24,4,13,120,2536,"ITA","Northern Italy","Nationals","e >500","Plugs and Caps","Caps",393.44,384.31,6.28,361.48
2617.66,9,4,22,528.24,1847,"SAM","Brasil","Others","d 250-500","Plugs and Caps","Caps",545.91,227.03,2,387.46
2326.81,8,18,22,528.24,1329,"IAM","Northern Italy","Others","e >500","Plugs and Caps","Caps",88.09,235.58,25.86,344.41
290.85,1,4,22,528.24,1931,"APA","Northern Italy","Others","b 20-100","Plugs and Caps","Caps",11.49,35.7,0.35,43.05
1745.11,6,18,22,528.24,1091,"ITA","Northern Italy","Others","e >500","Plugs and Caps","Caps",100.22,250.21,1.78,258.31
14667.84,167,64,9,1228,670,"IAM","Northern Italy","Others","e >500","Plugs and Caps","Caps",543.2,1509.38,189.25,1627.77
439.16,5,4,9,1228,3423,"ITA","Northern Italy","Nationals","c 100-250","Plugs and Caps","Caps",25.99,92.5,0.73,49.36
10978.92,125,64,9,1228,380,"ITA","Northern Italy","Others","e >500","Plugs and Caps","Caps",672.45,1630.39,16.29,1213.17
878.31,10,4,9,1228,899,"NAM","USA","Others","c 100-250","Plugs and Caps","Caps",107.17,109.56,1.57,98.71
840,22,18,3,0,1,"SAM","Brasil","Others","d 250-500","Plugs and Caps","Caps",197.87,72.68,0.64,79.62
381.82,10,4,3,0,1,"NAM","Northern Italy","Others","e >500","Plugs and Caps","Caps",28.04,29.86,0.86,36.19
381.82,10,4,3,0,1,"CEU","Northern Italy","Others","c 100-250","Plugs and Caps","Caps",42.6,50.43,0.42,36.19
3627.26,95,29,3,0,1,"IAM","Northern Italy","Others","e >500","Plugs and Caps","Caps",238.41,365.39,38.08,343.79
954.54,25,40,3,0,1,"SCA","Northern Italy","Others","d 250-500","Plugs and Caps","Caps",68.46,112.62,1.46,90.47
190.91,5,4,3,0,1,"SCA","Northern Italy","Others","b 20-100","Plugs and Caps","Caps",14.89,36.27,0.22,18.09
114.55,3,18,3,0,1,"IAM","Northern Italy","Others","a 0-20","Plugs and Caps","Caps",12.56,49.79,0.13,10.86
3054.54,80,29,3,0,1,"ITA","Northern Italy","Others","e >500","Plugs and Caps","Caps",260.55,438.46,3.09,289.51
1603.63,42,64,3,0,1,"ITA","Northern Italy","Others","d 250-500","Plugs and Caps","Caps",142.16,252.06,3.04,151.99
1030.91,27,40,3,0,1,"CEU","Northern Italy","Others","e >500","Plugs and Caps","Caps",93.28,157.06,1.4,97.71
